,doi,forum,forum id,paper id,title,year,mendeley keywords,publication ids,mendeley id
2522,10.1109/CSMR.2006.54,CSMR,conf/csmr,conf/csmr/DAnielloMT06,Technological Innovation within EDS Italia Software - Experience Report.,2006,(),"(('pui', '351899527'), ('sgr', '46149117294'), ('scopus', '2-s2.0-46149117294'), ('issn', '15345351'), ('isbn', '0769525369'), ('doi', '10.1109/CSMR.2006.54'))",7ee5b16f-a3bd-3623-a3a0-3b25b69f3e99
2523,10.1109/CSMR.2005.28,CSMR,conf/csmr,conf/csmr/GraafDD05,Evaluating an Embedded Software Reference Architecture -- Industrial Experience Report.,2005,(),"(('isbn', '0769523048'), ('scopus', '2-s2.0-26844555317'), ('pui', '41462541'), ('doi', '10.1109/CSMR.2005.28'), ('sgr', '26844555317'), ('issn', '15345351'))",d5a866f4-fd55-3ed3-93a9-919c36449655
2524,10.1109/CSMR.2004.1281415,CSMR,conf/csmr,conf/csmr/Pizka04,Adaptation of Large-Scale Open Source Software - An Experience Report.,2004,(),"(('sgr', '3042818021'), ('scopus', '2-s2.0-3042818021'), ('doi', '10.1109/csmr.2004.1281415'), ('issn', '15345351'), ('pui', '38876608'))",c11c2bd8-0e26-3789-9bb6-9bcdb418ea5e
2525,10.1109/CSMR.2003.1192424,CSMR,conf/csmr,conf/csmr/ChaimMJ03,A Debugging Strategy Based on Requirements of Testin.,2003,(),"(('sgr', '84884714472'), ('isbn', '0769519024'), ('scopus', '2-s2.0-84884714472'), ('doi', '10.1109/CSMR.2003.1192424'), ('issn', '15345351'), ('pui', '369907092'))",ae78d794-d3d1-3c19-85a2-ac6614f80105
2526,10.1109/CSMR.2002.995800,CSMR,conf/csmr,conf/csmr/AlbaneseBGT02,A Toolkit for Applying a Migration Strategy - A Case Study.,2002,(),"(('pui', '369907062'), ('sgr', '66149185719'), ('scopus', '2-s2.0-66149185719'), ('issn', '15345351'), ('isbn', '0769514383'), ('doi', '10.1109/CSMR.2002.995800'))",6285d735-9a85-37b9-a14e-99fb6bab77ca
2527,10.1109/.2001.914979,CSMR,conf/csmr,conf/csmr/AversanoCCL01,Migrating Legacy Systems to the Web - An Experience Report.,2001,(),"(('doi', '10.1109/.2001.914979'),)",4bb381ae-270c-3f45-8fc1-f55e915a737e
2528,10.1109/CSMR.1999.756700,CSMR,conf/csmr,conf/csmr/MonteiroGAAS99,A Software Defect Report and Tracking System in an Intranet.,1999,(),"(('scopus', '2-s2.0-0032653692'), ('pui', '29787498'), ('doi', '10.1109/csmr.1999.756700'), ('sgr', '0032653692'))",216cb82d-091d-3c02-9581-d08728e87aac
2529,10.1109/CSMR.1998.665729,CSMR,conf/csmr,conf/csmr/Castelli98,A Strategy for Reducing the Effort for Database Schema Maintenance.,1998,(),"(('sgr', '84957874121'), ('isbn', '0818684216'), ('scopus', '2-s2.0-84957874121'), ('doi', '10.1109/CSMR.1998.665729'), ('pui', '621408248'))",b2270199-3204-3296-81fd-99d0775b2efb
2530,10.1109/CSMR.1997.583015,CSMR,conf/csmr,conf/csmr/MullerG97,Planning Year 2000 transformations using standard tools - an experience report.,1997,(),"(('pui', '27785970'), ('sgr', '0030709613'), ('scopus', '2-s2.0-0030709613'), ('doi', '10.1109/csmr.1997.583015'))",04614955-2328-3f7d-b20c-cc65c15d8fc1
2531,10.1016/J.SCICO.2021.102611,Sci. Comput. Program.,journals/scp,journals/scp/PecorelliN21,Adaptive selection of classifiers for bug prediction - A large-scale empirical analysis of its performances and a benchmark study.,2021,"('Bug prediction', 'Cross-project', 'Ensemble classifiers', 'Within-project')","(('pii', 'S0167642321000046'), ('scopus', '2-s2.0-85099620493'), ('pui', '2010751603'), ('doi', '10.1016/j.scico.2021.102611'), ('issn', '01676423'), ('sgr', '85099620493'))",b48d9a47-fec4-3b83-bace-d9f80965c211
2532,10.1016/J.SCICO.2021.102630,Sci. Comput. Program.,journals/scp,journals/scp/ShimariIKII21,NOD4J - Near-omniscient debugging tool for Java using size-limited execution trace.,2021,"('Dynamic analysis', 'Logging', 'Software visualization')","(('sgr', '85101787190'), ('scopus', '2-s2.0-85101787190'), ('doi', '10.1016/j.scico.2021.102630'), ('issn', '01676423'), ('pii', 'S016764232100023X'), ('pui', '2011194805'))",70f5e017-134d-3b9c-8bad-78e182b0ef8b
2533,10.1016/J.SCICO.2020.102544,Sci. Comput. Program.,journals/scp,journals/scp/ChenW20,Efficient counter-factual type error debugging.,2020,"('Efficient type-error debugging', 'Principal typing', 'Variational typing')","(('sgr', '85091232926'), ('scopus', '2-s2.0-85091232926'), ('doi', '10.1016/j.scico.2020.102544'), ('issn', '01676423'), ('pui', '2007898793'), ('pii', 'S0167642320301520'))",444d6b31-aef0-358a-90ee-fec40102c794
2534,10.1016/J.SCICO.2020.102460,Sci. Comput. Program.,journals/scp,journals/scp/MarraPB20,A debugging approach for live Big Data applications.,2020,"('Big Data', 'Live programming', 'Map/reduce', 'Online debugging')","(('pui', '2005496198'), ('pii', 'S0167642320300708'), ('sgr', '85082828792'), ('scopus', '2-s2.0-85082828792'), ('issn', '01676423'), ('doi', '10.1016/j.scico.2020.102460'))",222ff14f-20b0-35c7-bfc9-1b809cbcef0f
2535,10.1016/J.SCICO.2019.102373,Sci. Comput. Program.,journals/scp,journals/scp/MedeirosJM20,Automatic syntax error reporting and recovery in parsing expression grammars.,2020,"('Error recovery', 'Error reporting', 'Labeled failures', 'Parsing expression grammars')","(('pui', '2004060636'), ('pii', 'S0167642319301662'), ('sgr', '85075758811'), ('scopus', '2-s2.0-85075758811'), ('issn', '01676423'), ('doi', '10.1016/j.scico.2019.102373'))",9a4cc2b7-1051-3809-9d6f-3b8dd2285655
2536,10.1016/J.SCICO.2018.09.005,Sci. Comput. Program.,journals/scp,journals/scp/YinTLBWH19,Debugopt - Debugging fully optimized natively compiled programs using multistage instrumentation.,2019,"('Debugging', 'Hot patching', 'Multistage instrumentation')","(('pii', 'S0167642318303629'), ('scopus', '2-s2.0-85054861645'), ('pui', '2001189974'), ('doi', '10.1016/j.scico.2018.09.005'), ('sgr', '85054861645'), ('issn', '01676423'))",ff895dc9-f0a5-3ff8-89e4-64f0e8627b95
2537,10.1016/J.SCICO.2017.10.005,Sci. Comput. Program.,journals/scp,journals/scp/LeskeCN18,Improving live debugging of concurrent threads through thread histories.,2018,"('Concurrency', 'Debugging', 'Domain-specific tools', 'Promises', 'Smalltalk')","(('pii', 'S0167642317302174'), ('scopus', '2-s2.0-85032183581'), ('pui', '618947629'), ('doi', '10.1016/j.scico.2017.10.005'), ('sgr', '85032183581'), ('issn', '01676423'))",da82ba71-c327-3dde-a820-c7890e362e50
2538,10.1016/J.SCICO.2018.03.008,Sci. Comput. Program.,journals/scp,journals/scp/WangJXLGMML18,AATT+ - Effectively manifesting concurrency bugs in Android apps.,2018,"('Android', 'Concurrency')","(('sgr', '85045216784'), ('scopus', '2-s2.0-85045216784'), ('doi', '10.1016/j.scico.2018.03.008'), ('issn', '01676423'), ('pui', '2000640533'), ('pii', 'S0167642318301047'))",4080f46c-d6df-35f9-a278-54dbc6c22412
2539,10.1016/J.SCICO.2017.06.010,Sci. Comput. Program.,journals/scp,journals/scp/XuWQ18,State-taint analysis for detecting resource bugs.,2018,"('Android', 'Energy leak', 'Resource bug', 'Static analysis')","(('pii', 'S0167642317301314'), ('scopus', '2-s2.0-85021863626'), ('pui', '617257346'), ('doi', '10.1016/j.scico.2017.06.010'), ('sgr', '85021863626'), ('issn', '01676423'))",f10d28ad-9360-392b-be07-f9308e5e0152
2540,10.1016/J.SCICO.2015.11.006,Sci. Comput. Program.,journals/scp,journals/scp/FelgentreffPH17,Implementing record and refinement for debugging timing-dependent communication.,2017,"('Distributed debugging', 'Dynamic analysis', 'Record and refinement', 'Record and replay')","(('pii', 'S0167642315003585'), ('scopus', '2-s2.0-84948809341'), ('pui', '607145673'), ('doi', '10.1016/j.scico.2015.11.006'), ('sgr', '84948809341'), ('issn', '01676423'))",3702427d-ab14-3d7c-9c65-88b3eb4c1937
2541,10.1016/J.SCICO.2016.08.004,Sci. Comput. Program.,journals/scp,journals/scp/MaidlMMI16,Error reporting in Parsing Expression Grammars.,2016,"('Error reporting', 'Packrat parsing', 'Parser combinators', 'Parsing', 'Parsing expression grammars')","(('pii', 'S0167642316301046'), ('scopus', '2-s2.0-84992747442'), ('pui', '612989165'), ('arxiv', '1405.6646'), ('doi', '10.1016/j.scico.2016.08.004'), ('sgr', '84992747442'), ('issn', '01676423'))",4c783f4f-bef4-3a2c-987d-f75352fce006
2542,10.1016/J.SCICO.2015.11.003,Sci. Comput. Program.,journals/scp,journals/scp/BastenB0KLLPSV15,Modular language implementation in Rascal - experience report.,2015,"('Compiler generators', 'Language engineering', 'Language workbench', 'Meta-programming', 'Modularity')","(('pui', '606964863'), ('pii', 'S0167642315003524'), ('sgr', '84960814183'), ('scopus', '2-s2.0-84960814183'), ('issn', '01676423'), ('doi', '10.1016/j.scico.2015.11.003'))",715a5d98-3be8-3a87-9379-712cb6bb7e76
2543,10.1016/J.SCICO.2015.06.011,Sci. Comput. Program.,journals/scp,journals/scp/CaballeroMRT15,A zoom-declarative debugger for sequential Erlang programs.,2015,"('Declarative debugging', 'Erlang', 'Zoom debugging')","(('pui', '605211387'), ('pii', 'S0167642315001343'), ('sgr', '84939572258'), ('scopus', '2-s2.0-84939572258'), ('issn', '01676423'), ('doi', '10.1016/j.scico.2015.06.011'))",dcb9ea44-14a9-3101-a8f8-debaf1cd5c86
2544,10.1016/J.SCICO.2012.03.001,Sci. Comput. Program.,journals/scp,journals/scp/KrebsS14,"Jaccie - A Java-based compiler-compiler for generating, visualizing and debugging compiler components.",2014,"('Compiler generation', 'Compiler-compiler', 'Visualization of compiling techniques')","(('sgr', '84885656200'), ('scopus', '2-s2.0-84885656200'), ('doi', '10.1016/j.scico.2012.03.001'), ('issn', '01676423'), ('pui', '51945022'), ('pii', 'S0167642312000469'))",28ae3d29-f03a-3595-9d4c-58c76b842644
2545,10.1016/J.SCICO.2014.02.015,Sci. Comput. Program.,journals/scp,journals/scp/LagadecTLPF14,Model-driven toolset for embedded reconfigurable cores - Flexible prototyping and software-like debugging.,2014,"('Debugging', 'Model-driven', 'Reconfigurable computing', 'Software engineering', 'System-on-Chip')","(('pii', 'S0167642314000823'), ('scopus', '2-s2.0-84908235281'), ('pui', '53067799'), ('doi', '10.1016/j.scico.2014.02.015'), ('sgr', '84908235281'), ('issn', '01676423'))",6cb6356b-4ca6-33e9-846a-4ee31ef9518e
2546,10.1016/J.SCICO.2012.07.004,Sci. Comput. Program.,journals/scp,journals/scp/PopeeaC13,Dual analysis for proving safety and finding bugs.,2013,"('Automated verification', 'False positive', 'Numerical abstract domain', 'Static analysis')","(('pii', 'S0167642312001323'), ('scopus', '2-s2.0-84873287370'), ('pui', '52186002'), ('doi', '10.1016/j.scico.2012.07.004'), ('sgr', '84873287370'), ('issn', '01676423'))",91fe2843-0dbf-3543-8de8-92bc7be3216a
2547,10.1016/J.SCICO.2010.11.008,Sci. Comput. Program.,journals/scp,journals/scp/AriasAABB11,A top-down strategy to reverse architecting execution views for a large and complex software-intensive system - An experience report.,2011,"('Architecture reconstruction', 'Downstream software development', 'Execution views', 'Software-intensive systems')","(('pui', '51209841'), ('pii', 'S0167642310002078'), ('sgr', '79958782011'), ('scopus', '2-s2.0-79958782011'), ('issn', '01676423'), ('doi', '10.1016/j.scico.2010.11.008'))",b7d403c7-36dd-305c-8335-00b9c2c657d9
2548,10.1016/J.SCICO.2010.08.001,Sci. Comput. Program.,journals/scp,journals/scp/SchneiderT11,Changing system interfaces consistently - A new refinement strategy for CSP  B.,2011,"('Action refinement', 'CSP∥B', 'Integrating formal methods', 'Interface refinement')","(('pui', '51052224'), ('pii', 'S016764231000153X'), ('sgr', '79956373532'), ('scopus', '2-s2.0-79956373532'), ('issn', '01676423'), ('doi', '10.1016/j.scico.2010.08.001'))",a651c2c5-49a9-3fa8-9f1e-9a492137bc08
2549,10.1016/J.SCICO.2009.08.002,Sci. Comput. Program.,journals/scp,journals/scp/BussBSE10,A novel analysis space for pointer analysis and its application for bug finding.,2010,"('Bug-finding', 'Pointer analysis', 'Static analysis', 'Summary-based analysis')","(('pii', 'S0167642309001208'), ('scopus', '2-s2.0-77955470284'), ('pui', '50669916'), ('doi', '10.1016/j.scico.2009.08.002'), ('sgr', '77955470284'), ('issn', '01676423'))",4befb4f9-9337-32a9-b838-3e29134ef108
2550,10.1016/J.SCICO.2009.06.001,Sci. Comput. Program.,journals/scp,journals/scp/CulpepperF10,Debugging hygienic macros.,2010,"('Debugging', 'Macros', 'Scheme', 'Syntactic abstraction')","(('pii', 'S0167642309000938'), ('scopus', '2-s2.0-77950857765'), ('pui', '50608503'), ('doi', '10.1016/j.scico.2009.06.001'), ('sgr', '77950857765'), ('issn', '01676423'))",42bcfac9-41c5-338e-a90a-45a4886c1a35
2551,10.1016/J.SCICO.2007.07.004,Sci. Comput. Program.,journals/scp,journals/scp/Chiba08,Java heap protection for debugging native methods.,2008,"('Debugging', 'Java', 'Memory protection', 'Protection domain')","(('pui', '351249867'), ('pii', 'S0167642307001712'), ('sgr', '39149119283'), ('scopus', '2-s2.0-39149119283'), ('issn', '01676423'), ('doi', '10.1016/j.scico.2007.07.004'))",26ca7c1a-3ba9-31f8-8002-a912eb3ca102
2552,10.1016/J.SCICO.2007.04.004,Sci. Comput. Program.,journals/scp,journals/scp/BryantS07,Report on selected papers from LDTA 2003.,2007,(),"(('sgr', '34547436309'), ('scopus', '2-s2.0-34547436309'), ('doi', '10.1016/j.scico.2007.04.004'), ('issn', '01676423'), ('pui', '47176140'), ('pii', 'S0167642307000743'))",990d26c8-42d7-3e36-b920-26a376e210e5
2553,10.1016/J.SCICO.2004.05.011,Sci. Comput. Program.,journals/scp,journals/scp/BreunesseCHJ05,Formal methods for smart cards - an experience report.,2005,"('Annotations', 'ESC/Java', 'Formal specification languages', 'Formal verification', 'JML', 'Java Card', 'Smart cards')","(('sgr', '13144257773'), ('scopus', '2-s2.0-13144257773'), ('doi', '10.1016/j.scico.2004.05.011'), ('issn', '01676423'), ('pui', '40178260'), ('pii', 'S0167642304001467'))",f5fd5600-1e46-37df-962b-79ef0be5e706
2554,10.1016/J.SCICO.2005.02.006,Sci. Comput. Program.,journals/scp,journals/scp/HermenegildoPBL05,"Integrated program debugging, verification, and optimization using abstract interpretation (and the Ciao system preprocessor).",2005,"('Abstract interpretation', 'Debugging', 'Global analysis', 'Multi-Paradigm programming', 'Optimization', 'Parallelization', 'Partial evaluation', 'Program development', 'Program transformation', 'Programming environments', 'Resource control', 'Verification')","(('pii', 'S0167642305000468'), ('scopus', '2-s2.0-24344435059'), ('pui', '41261379'), ('doi', '10.1016/j.scico.2005.02.006'), ('sgr', '24344435059'), ('issn', '01676423'))",fbffb91f-7538-3e18-987d-d6a071ab3dcc
2555,10.1016/J.SCICO.2004.01.010,Sci. Comput. Program.,journals/scp,journals/scp/SteinderS04,A survey of fault localization techniques in computer networks.,2004,"('Event correlation', 'Fault localization', 'Root cause analysis')","(('pii', 'S0167642304000772'), ('scopus', '2-s2.0-4444380999'), ('pui', '39192878'), ('doi', '10.1016/j.scico.2004.01.010'), ('issn', '01676423'), ('sgr', '4444380999'))",0034043c-6294-38ad-b57f-4c8ee9867873
2556,10.1016/S0167-6423(01)00013-2,Sci. Comput. Program.,journals/scp,journals/scp/FrancelR01,The value of slicing while debugging.,2001,"('Debugging', 'Program slicing', 'Reverse engineering')","(('pii', 'S0167642301000132'), ('scopus', '2-s2.0-0035400668'), ('pui', '32457473'), ('doi', '10.1016/S0167-6423(01)00013-2'), ('sgr', '0035400668'), ('issn', '01676423'))",6782287f-8a41-3287-8166-ce0524802b56
2557,10.1016/S0167-6423(00)00023-X,Sci. Comput. Program.,journals/scp,journals/scp/MotaS01,"Model-checking CSP-Z - strategy, tool support and industrial application.",2001,(),"(('pii', 'S016764230000023X'), ('scopus', '2-s2.0-0035342661'), ('pui', '32139245'), ('doi', '10.1016/S0167-6423(00)00023-X'), ('sgr', '0035342661'), ('issn', '01676423'))",3e680567-6de4-342e-99d9-35f83c5e80e1
2558,10.1016/S0167-6423(99)00018-0,Sci. Comput. Program.,journals/scp,journals/scp/HeimdahlC00,On the analysis needs when verifying state-based software requirements - an experience report.,2000,(),"(('sgr', '0033874105'), ('scopus', '2-s2.0-0033874105'), ('doi', '10.1016/S0167-6423(99)00018-0'), ('issn', '01676423'), ('pui', '30541792'), ('pii', 'S0167642399000180'))",8f46688b-9586-3c48-8e40-49c229e77d31
2559,10.1016/0167-6423(87)90034-7,Sci. Comput. Program.,journals/scp,journals/scp/Smith87,Applications of a Strategy for Designing Divide-and-Conquer Algorithms.,1987,(),"(('pui', '217199297'), ('pii', '0167-6423(87)90034-7'), ('sgr', '0023362381'), ('scopus', '2-s2.0-0023362381'), ('issn', '01676423'), ('doi', '10.1016/0167-6423(87)90034-7'))",b133fea3-49ae-3563-a17e-4ac6cd345bc0
2560,10.1016/0167-6423(86)90021-3,Sci. Comput. Program.,journals/scp,journals/scp/GuttagH86,Report on the Larch Shared Language.,1986,(),"(('pii', '0167-6423(86)90021-3'), ('scopus', '2-s2.0-0022678003'), ('pui', '216208100'), ('doi', '10.1016/0167-6423(86)90021-3'), ('sgr', '0022678003'), ('issn', '01676423'))",a69f5099-911f-3db0-9fd6-787dd94ff5c4
2561,10.1016/0167-6423(83)90015-1,Sci. Comput. Program.,journals/scp,journals/scp/Gries82,A Note on a Standard Strategy for Developing Loop Invariants and Loops.,1982,(),"(('pii', '0167-6423(83)90015-1'), ('scopus', '2-s2.0-0020223563'), ('pui', '212202408'), ('doi', '10.1016/0167-6423(83)90015-1'), ('sgr', '0020223563'), ('issn', '01676423'))",3bd8ff25-4189-3441-86d4-555b86a72a4c
2562,10.3390/S21124231,Sensors,journals/sensors,journals/sensors/AbejideMDAR21,Pavement Quality Index Rating Strategy Using Fracture Energy Analysis for Implementing Smart Road Infrastructure.,2021,"('Pavement durability', 'Pavement management system', 'Pavement quality index', 'Smart roads infrastructure')","(('sgr', '85108085328'), ('scopus', '2-s2.0-85108085328'), ('doi', '10.3390/s21124231'), ('issn', '14248220'), ('pui', '2007532099'), ('pii', 's21124231'))",cd1d03b3-a91c-3147-afde-650be13ce48c
2563,10.3390/S21082702,Sensors,journals/sensors,journals/sensors/BarsanSOD21,Immobilized Antibodies on Mercaptophenylboronic Acid Monolayers for Dual-Strategy Detection of 20S Proteasome.,2021,"('20S proteasome', 'Alkaline phosphatase', 'Electrochemistry', 'Enzymatic activity', 'Immunosensor', 'Labeled antibody', 'Mercaptophenylboronic acid', 'Oriented antibodies', 'Proteolysis', 'Self-assembled monolayers')","(('sgr', '85103903561'), ('scopus', '2-s2.0-85103903561'), ('doi', '10.3390/s21082702'), ('issn', '14248220'), ('pii', 's21082702'), ('pui', '2006934887'), ('pmid', '33921330'))",761f0d42-c32a-30c5-9a04-d2b8bf5da878
2564,10.3390/S21103316,Sensors,journals/sensors,journals/sensors/CasciolaCKPMZKM21,A Deep Learning Strategy for Automatic Sleep Staging Based on Two-Channel EEG Headband Data.,2021,"('Deep learning', 'EEG headband', 'Machine learning', 'Neurodegenerative dis-ease', 'Sleep', 'Sleep staging')","(('pii', 's21103316'), ('scopus', '2-s2.0-85105743566'), ('pmid', '34064694'), ('pui', '2007173061'), ('doi', '10.3390/s21103316'), ('issn', '14248220'), ('sgr', '85105743566'))",c9a651b6-5ea7-3469-969e-b0d4865608d4
2565,10.3390/S21010168,Sensors,journals/sensors,journals/sensors/ChanQPHYS21,The Effect of Co-Verbal Remote Touch on Electrodermal Activity and Emotional Response in Dyadic Discourse.,2021,"('Co-verbal remote touch', 'Electrodermal activity', 'Remote touch', 'Remote touch in video-teleconferencing', 'Skin conductance response')","(('pui', '2005695569'), ('pii', 's21010168'), ('sgr', '85098595719'), ('scopus', '2-s2.0-85098595719'), ('issn', '14248220'), ('pmid', '33383809'), ('doi', '10.3390/s21010168'))",681bbe68-87ca-3ecd-a6b5-66852e63286d
2566,10.3390/S21082863,Sensors,journals/sensors,journals/sensors/ChejaraPRRSK21,EFAR-MMLA - An Evaluation Framework to Assess and Report Generalizability of Machine Learning Models in MMLA.,2021,"('Evaluation framework', 'Face-to-face collaboration', 'Generalizability', 'MMLA', 'Machine learning', 'Multimodal learning analytics', 'Reporting')","(('pii', 's21082863'), ('scopus', '2-s2.0-85104427833'), ('pmid', '33921782'), ('pui', '2006985268'), ('doi', '10.3390/s21082863'), ('issn', '14248220'), ('sgr', '85104427833'))",a87c2748-cd56-3781-b62c-62ead597044c
2567,10.3390/S21072258,Sensors,journals/sensors,journals/sensors/DomingosSP21,Association between Self-Reported and Accelerometer-Based Estimates of Physical Activity in Portuguese Older Adults.,2021,"('Accelerometry', 'Elderly', 'Fitness trackers', 'IPAQ', 'Physical activity', 'Self-report physical activity', 'Seniors', 'YPAS')","(('pui', '2006798338'), ('pii', 's21072258'), ('scopus', '2-s2.0-85102868439'), ('sgr', '85102868439'), ('issn', '14248220'), ('pmid', '33804834'), ('doi', '10.3390/s21072258'))",fff3f9f9-c85b-3bf2-9e39-4ab3bb261eec
